1, 1, 358, 394, 49, 107, -1, -1, -1, -1
1, 2, 127, 473, 57, 131, -1, -1, -1, -1
1, 3, 753, 372, 36, 101, -1, -1, -1, -1
1, 4, 851, 476, 43, 123, -1, -1, -1, -1
1, 5, 816, 394, 47, 114, -1, -1, -1, -1
1, 6, 397, 397, 35, 103, -1, -1, -1, -1
1, 7, 599, 350, 30, 94, -1, -1, -1, -1
1, 8, 494, 351, 32, 95, -1, -1, -1, -1
1, 9, 226, 444, 39, 99, -1, -1, -1, -1
2, 1, 357, 395, 49, 108, -1, -1, -1, -1
2, 2, 128, 473, 57, 132, -1, -1, -1, -1
2, 3, 753, 371, 36, 101, -1, -1, -1, -1
2, 4, 852, 476, 42, 121, -1, -1, -1, -1
2, 5, 815, 396, 46, 110, -1, -1, -1, -1
2, 6, 398, 397, 35, 102, -1, -1, -1, -1
2, 7, 600, 349, 29, 91, -1, -1, -1, -1
2, 8, 494, 352, 31, 94, -1, -1, -1, -1
2, 9, 227, 443, 38, 98, -1, -1, -1, -1
3, 1, 357, 397, 49, 108, -1, -1, -1, -1
3, 2, 129, 473, 57, 132, -1, -1, -1, -1
3, 3, 752, 371, 36, 101, -1, -1, -1, -1
3, 4, 853, 477, 42, 121, -1, -1, -1, -1
3, 5, 814, 396, 45, 109, -1, -1, -1, -1
3, 6, 398, 397, 34, 102, -1, -1, -1, -1
3, 7, 600, 352, 30, 95, -1, -1, -1, -1
3, 8, 495, 352, 31, 95, -1, -1, -1, -1
3, 9, 227, 443, 39, 99, -1, -1, -1, -1
3, 10, 201, 475, 50, 126, -1, -1, -1, -1
4, 1, 356, 398, 49, 108, -1, -1, -1, -1
4, 2, 130, 473, 57, 133, -1, -1, -1, -1
4, 3, 751, 370, 35, 99, -1, -1, -1, -1
4, 4, 853, 478, 42, 120, -1, -1, -1, -1
4, 5, 813, 396, 45, 109, -1, -1, -1, -1
4, 6, 399, 398, 35, 101, -1, -1, -1, -1
4, 7, 602, 354, 31, 98, -1, -1, -1, -1
4, 8, 496, 353, 32, 96, -1, -1, -1, -1
4, 9, 227, 443, 39, 101, -1, -1, -1, -1
4, 10, 202, 475, 50, 127, -1, -1, -1, -1
5, 1, 356, 398, 49, 109, -1, -1, -1, -1
5, 2, 131, 473, 57, 132, -1, -1, -1, -1
5, 3, 747, 370, 35, 99, -1, -1, -1, -1
5, 4, 854, 479, 42, 118, -1, -1, -1, -1
5, 5, 811, 395, 45, 108, -1, -1, -1, -1
5, 6, 398, 398, 35, 101, -1, -1, -1, -1
5, 7, 603, 355, 31, 98, -1, -1, -1, -1
5, 8, 497, 353, 32, 96, -1, -1, -1, -1
5, 9, 228, 443, 39, 102, -1, -1, -1, -1
5, 10, 204, 474, 51, 130, -1, -1, -1, -1
6, 1, 355, 399, 49, 108, -1, -1, -1, -1
6, 2, 133, 473, 57, 132, -1, -1, -1, -1
6, 3, 744, 369, 35, 99, -1, -1, -1, -1
6, 4, 855, 478, 42, 118, -1, -1, -1, -1
6, 5, 809, 396, 44, 107, -1, -1, -1, -1
6, 6, 397, 398, 35, 100, -1, -1, -1, -1
6, 7, 604, 355, 31, 97, -1, -1, -1, -1
6, 8, 498, 354, 32, 97, -1, -1, -1, -1
6, 9, 229, 443, 40, 102, -1, -1, -1, -1
6, 10, 205, 473, 52, 131, -1, -1, -1, -1
7, 1, 355, 399, 49, 109, -1, -1, -1, -1
7, 2, 135, 473, 57, 132, -1, -1, -1, -1
7, 3, 745, 369, 34, 98, -1, -1, -1, -1
7, 4, 856, 478, 43, 120, -1, -1, -1, -1
7, 5, 809, 395, 44, 108, -1, -1, -1, -1
7, 6, 399, 399, 35, 101, -1, -1, -1, -1
7, 7, 605, 357, 30, 94, -1, -1, -1, -1
7, 8, 499, 354, 32, 96, -1, -1, -1, -1
