1, 1, 438, 510, 61, 59, -1, -1, -1, -1
1, 2, 264, 412, 71, 146, -1, -1, -1, -1
1, 3, 851, 411, 59, 152, -1, -1, -1, -1
1, 4, 601, 388, 61, 185, -1, -1, -1, -1
2, 1, 436, 510, 59, 58, -1, -1, -1, -1
2, 2, 263, 412, 72, 147, -1, -1, -1, -1
2, 3, 852, 412, 59, 154, -1, -1, -1, -1
2, 4, 598, 390, 62, 187, -1, -1, -1, -1
3, 1, 433, 510, 59, 58, -1, -1, -1, -1
3, 2, 263, 415, 74, 151, -1, -1, -1, -1
3, 3, 852, 412, 59, 154, -1, -1, -1, -1
3, 4, 599, 392, 62, 187, -1, -1, -1, -1
3, 6, 368, 514, 61, 50, -1, -1, -1, -1
4, 1, 431, 510, 59, 58, -1, -1, -1, -1
4, 2, 261, 423, 82, 168, -1, -1, -1, -1
4, 3, 851, 411, 59, 155, -1, -1, -1, -1
4, 4, 598, 394, 62, 187, -1, -1, -1, -1
4, 6, 365, 514, 61, 50, -1, -1, -1, -1
4, 7, 509, 408, 71, 154, -1, -1, -1, -1
5, 1, 429, 510, 59, 58, -1, -1, -1, -1
5, 2, 259, 427, 85, 176, -1, -1, -1, -1
5, 3, 850, 412, 58, 152, -1, -1, -1, -1
5, 4, 599, 396, 62, 186, -1, -1, -1, -1
5, 6, 361, 516, 58, 47, -1, -1, -1, -1
5, 7, 506, 410, 72, 155, -1, -1, -1, -1
6, 1, 426, 510, 59, 58, -1, -1, -1, -1
6, 2, 256, 428, 85, 176, -1, -1, -1, -1
6, 3, 850, 412, 59, 153, -1, -1, -1, -1
6, 4, 598, 397, 62, 187, -1, -1, -1, -1
6, 6, 355, 515, 59, 49, -1, -1, -1, -1
6, 7, 501, 411, 72, 155, -1, -1, -1, -1
7, 1, 423, 510, 58, 58, -1, -1, -1, -1
7, 2, 255, 428, 83, 174, -1, -1, -1, -1
7, 3, 850, 413, 58, 152, -1, -1, -1, -1
7, 4, 596, 399, 63, 189, -1, -1, -1, -1
7, 6, 351, 517, 56, 45, -1, -1, -1, -1
7, 7, 498, 413, 71, 154, -1, -1, -1, -1
8, 1, 421, 511, 57, 56, -1, -1, -1, -1
8, 2, 253, 425, 80, 167, -1, -1, -1, -1
8, 3, 849, 413, 58, 152, -1, -1, -1, -1
8, 4, 596, 400, 64, 190, -1, -1, -1, -1
8, 6, 349, 518, 54, 43, -1, -1, -1, -1
8, 7, 498, 415, 71, 155, -1, -1, -1, -1
9, 1, 418, 512, 55, 54, -1, -1, -1, -1
9, 2, 251, 427, 81, 170, -1, -1, -1, -1
9, 3, 848, 413, 58, 152, -1, -1, -1, -1
9, 4, 596, 401, 65, 193, -1, -1, -1, -1
9, 6, 343, 517, 54, 44, -1, -1, -1, -1
9, 7, 496, 418, 70, 155, -1, -1, -1, -1
10, 1, 413, 515, 50, 49, -1, -1, -1, -1
10, 2, 250, 426, 79, 166, -1, -1, -1, -1
10, 3, 847, 414, 59, 152, -1, -1, -1, -1
10, 4, 596, 402, 66, 193, -1, -1, -1, -1
10, 6, 342, 518, 54, 43, -1, -1, -1, -1
10, 7, 495, 419, 70, 156, -1, -1, -1, -1
11, 1, 408, 517, 46, 45, -1, -1, -1, -1
11, 2, 250, 429, 79, 168, -1, -1, -1, -1
11, 3, 845, 415, 59, 152, -1, -1, -1, -1
11, 4, 596, 408, 62, 181, -1, -1, -1, -1
11, 7, 494, 421, 69, 155, -1, -1, -1, -1
12, 2, 250, 433, 78, 168, -1, -1, -1, -1
12, 3, 845, 415, 59, 152, -1, -1, -1, -1
12, 4, 596, 417, 56, 162, -1, -1, -1, -1
12, 7, 493, 422, 68, 155, -1, -1, -1, -1
13, 2, 251, 435, 77, 167, -1, -1, -1, -1
13, 3, 845, 417, 59, 151, -1, -1, -1, -1
13, 4, 598, 413, 59, 170, -1, -1, -1, -1
13, 7, 492, 423, 68, 155, -1, -1, -1, -1
14, 2, 251, 437, 76, 165, -1, -1, -1, -1
14, 3, 844, 418, 58, 149, -1, -1, -1, -1
14, 4, 601, 423, 54, 155, -1, -1, -1, -1
14, 7, 491, 424, 67, 154, -1, -1, -1, -1
15, 2, 251, 439, 75, 164, -1, -1, -1, -1
15, 3, 843, 418, 59, 150, -1, -1, -1, -1
15, 4, 601, 427, 52, 151, -1, -1, -1, -1
15, 7, 489, 425, 67, 154, -1, -1, -1, -1
16, 2, 251, 440, 74, 163, -1, -1, -1, -1
16, 3, 843, 418, 59, 151, -1, -1, -1, -1
16, 4, 602, 430, 52, 149, -1, -1, -1, -1
16, 7, 488, 425, 67, 153, -1, -1, -1, -1
17, 2, 252, 440, 73, 161, -1, -1, -1, -1
17, 3, 843, 418, 59, 151, -1, -1, -1, -1
17, 4, 603, 434, 52, 149, -1, -1, -1, -1
17, 7, 489, 425, 67, 153, -1, -1, -1, -1
18, 2, 252, 440, 71, 158, -1, -1, -1, -1
18, 3, 843, 419, 59, 151, -1, -1, -1, -1
18, 4, 603, 436, 52, 148, -1, -1, -1, -1
18, 7, 491, 425, 69, 154, -1, -1, -1, -1
19, 2, 252, 441, 70, 156, -1, -1, -1, -1
19, 3, 844, 419, 59, 150, -1, -1, -1, -1
19, 4, 603, 440, 52, 149, -1, -1, -1, -1
19, 7, 489, 428, 70, 159, -1, -1, -1, -1
20, 2, 251, 441, 69, 154, -1, -1, -1, -1
20, 3, 845, 419, 60, 150, -1, -1, -1, -1
20, 4, 605, 441, 53, 152, -1, -1, -1, -1
20, 7, 491, 432, 72, 163, -1, -1, -1, -1
21, 2, 250, 441, 70, 154, -1, -1, -1, -1
21, 3, 845, 420, 61, 151, -1, -1, -1, -1
21, 4, 606, 442, 53, 153, -1, -1, -1, -1
21, 7, 495, 434, 73, 163, -1, -1, -1, -1
21, 8, 426, 343, 52, 139, -1, -1, -1, -1
22, 2, 249, 442, 71, 155, -1, -1, -1, -1
22, 3, 844, 420, 61, 152, -1, -1, -1, -1
22, 4, 606, 442, 53, 152, -1, -1, -1, -1
22, 7, 495, 435, 73, 164, -1, -1, -1, -1
22, 8, 424, 344, 52, 139, -1, -1, -1, -1
23, 2, 247, 441, 71, 155, -1, -1, -1, -1
23, 3, 843, 420, 62, 152, -1, -1, -1, -1
23, 4, 606, 442, 54, 154, -1, -1, -1, -1
23, 7, 495, 437, 73, 164, -1, -1, -1, -1
23, 8, 424, 344, 52, 139, -1, -1, -1, -1
24, 2, 245, 443, 71, 154, -1, -1, -1, -1
24, 3, 842, 420, 62, 154, -1, -1, -1, -1
24, 4, 607, 442, 54, 154, -1, -1, -1, -1
